J004314.47+414229.1	4
J004118.69+403152.0	4
J003930.55+403135.2	4
J003942.35+404031.8	3
J004338.76+414915.1	3
J004311.34+414240.9	4
J003936.96+400743.8	4
J004247.25+410039.2	4
J004303.69+414543.3	4
J004440.60+412704.1	4
J004212.20+405513.9	3
J004009.70+403719.0	4
J004030.10+402943.1	3
J004432.01+412442.0	4
J004144.76+402808.9	4
J004252.87+412328.6	3
J004348.01+415406.2	3
J004658.64+414948.4	4
J004053.97+403256.2	4
J004020.37+410723.2	4
J004325.93+413910.6	4
J004017.72+400436.6	4
J004030.62+404523.8	4
J004102.78+410900.6	4
J003922.08+402031.5	3
J004223.21+412803.2	4
J004226.53+410123.9	3
J003955.87+401636.4	4
J004020.37+403428.8	4
J004026.68+403604.4	3
J004231.84+412039.9	4
J004526.93+412613.6	4
J004201.09+403951.9	4
J003725.57+400731.9	3
J004215.06+405148.3	4
J004259.62+413946.1	3
J004148.69+413814.1	4
J013148.14+303206.9	4
J013227.78+302147.0	4
J013229.03+302819.6	2
J013229.08+303404.2	3
J013231.94+303516.7	4
J013232.86+303025.2	1
J013237.72+304005.6	2
J013239.64+302451.9 	2
J013241.30+302231.2	3
J013244.62+303459.5	3
J013245.00+303456.7	4
J013245.51+303906.7 	4
J013245.75+303855.8	3
J013248.02+302450.5	4
J013253.22+303856.1	2
J013254.37+303050.6 	3
J013255.68+303534.7 	3
J013256.35+303535.4 	2
J013256.47+303530.9 	3
J013258.68+303152.8 	3
J013259.74+303854.8 	3
J013259.88+303043.7	2
J013300.20+303015.3 	2
J013300.86+303504.9 	4
J013301.24+303051.3 	3
J013303.31+301121.8	4
J013303.40+303051.2 	4
J013303.50+303323.1 	4
J013307.29+302835.3	2
J013307.58+304258.9	3
J013307.61+304243.0	4
J013310.43+303849.4 	3
J013311.26+304515.3 	3
J013311.30+302933.5 	3
J013311.45+302951.3 	3
J013311.70+302258.9	3
J013311.77+302423.1	2
J013311.85+303852.7	2
J013313.19+310459.1 	4
J013314.81+304559.3 	4
J013315.21+303727.0 	4
J013315.21+305318.5 	3
J013315.31+304503.5 	2
J013315.37+303722.8 	4
J013315.82+305644.8 	3
J013316.37+304646.7 	2
J013316.92+302307.3 	3
J013317.05+305329.9 	2
J013317.22+303201.6 	3
J013320.58+303142.4 	3
J013324.04+305030.7	2
J013327.03+303841.6	4
J013327.41+303131.7	4
J013329.39+304026.4 	2
J013329.88+303147.3 	3
J013330.98+303652.4 	3
J013331.80+302259.1 	4
J013332.23+304131.2	3
J013332.82+304146.0 	2
J013332.97+304136.1 	2
J013332.98+303344.2	3
J013333.13+303506.3	3
J013333.22+303343.4 	2
J013334.06+304744.3 	3
J013334.27+304136.7 	3
J013334.29+303400.1 	4
J013334.39+303208.4 	2
J013334.61+304056.2 	4
J013335.14+303600.4	1
J013335.32+303931.0	3
J013335.51+303555.0 	3
J013336.15+305037.2 	4
J013336.42+303530.9 	3
J013336.54+302058.2 	3
J013336.68+305035.9	2
J013337.35+303329.0	2
J013337.56+303202.3 	4
J013337.58+302804.7 	3
J013338.01+303148.6 	3
J013338.99+303236.3 	2
J013339.08+302010.7 	4
J013339.24+302022.5 	3
J013339.25+304303.6 	4
J013339.28+302053.6 	4
J013339.42+303124.8 	3
J013339.42+303810.8 	2
J013339.52+304540.5	2
J013340.82+303132.6	4
J013340.84+303822.5	4
J013341.33+303212.6	4
J013341.80+302110.7 	4
J013342.03+304733.6 	4
J013342.08+304200.3	3
J013342.26+303301.6	2
J013342.78+303256.3 	2
J013343.10+303904.5 	4
J013343.14+303907.6 	3
J013343.19+303906.4 	3
J013343.21+303900.5 	2
J013343.31+303534.1	3
J013343.50+303911.5	4
J013343.71+303905.1 	4
J013343.82+303210.2 	4
J013344.02+303318.2 	4
J013344.18+303124.0 	4
J013344.37+304428.3 	4
J013344.43+303843.9	3
J013344.56+303201.3	3
J013344.64+303611.4 	3
J013344.65+303553.2 	2
J013344.65+303559.2 	3
J013344.68+304436.7 	3
J013344.75+304444.5 	2
J013344.79+304432.4 	2
J013344.81+303217.8 	3
J013344.85+303600.4 	4
J013344.87+303211.0 	4
J013344.97+303616.9 	4
J013345.15+303620.1 	4
J013345.25+303626.6 	2
J013346.10+304444.5 	3
J013346.96+303642.8	3
J013347.33+303306.8	2
J013347.67+304351.3	2
J013347.82+304324.9 	4
J013347.92+304448.8 	2
J013348.03+303304.8 	3
J013348.89+302148.6 	4
J013349.22+303809.3 	1
J013349.28+305250.2 	2
J013349.33+303835.1 	2
J013349.72+303730.6 	4
J013349.94+302928.8 	2
J013350.12+304126.6 	2
J013350.21+303347.6 	4
J013350.67+303948.1 	2
J013350.86+303945.0 	2
J013351.00+303818.8 	2
J013351.24+303413.5 	2
J013351.42+304000.7 	2
J013351.47+303848.7 	4
J013351.75+304104.1 	2
J013351.80+303849.0 	4
J013352.04+305250.8 	4
J013352.13+304319.3 	2
J013352.16+303333.5 	3
J013352.19+303636.6 	2
J013352.39+303920.9 	2
J013352.42+303909.6 	1
J013352.66+303913.9 	4
J013352.84+303914.9 	2
J013352.93+304457.0 	3
J013353.21+303854.0 	3
J013353.61+303843.0	4
J013350.92+303936.9	2
J013354.08+303309.8	4
J013354.64+303308.2 	3
J013354.84+303248.9 	4
J013354.85+303222.8	2
J013355.51+304526.8	3
J013355.71+304501.3 	2
J013355.75+304530.1 	4
J013355.81+304831.4 	2
J013355.87+304528.4 	3
J013355.96+304530.6 	1
J013356.85+303429.7 	4
J013357.00+303826.4 	4
J013357.45+303227.6 	4
J013357.46+304211.4	2
J013357.74+303731.0	4
J013357.85+303338.4 	3
J013357.99+304122.1 	3
J013358.08+303328.6 	3
J013358.43+303301.6 	3
J013358.46+304226.9 	2
J013358.69+303526.5 	2
J013358.77+304004.4	2
J013359.01+303353.9	3
J013359.11+303437.2	2
J013359.40+302311.0	3
J013359.67+303333.1 	3
J013359.88+303354.9	3
J013400.10+304615.0	2
J013400.59+303718.5 	2
J013400.72+304036.1 	2
J013400.81+303634.9	2
J013401.16+303618.4	2
J013401.27+304004.0 	2
J013401.44+303630.8 	4
J013401.62+303552.1 	2
J013401.66+303610.5 	2
J013401.68+303720.0	2
J013401.99+303853.8	3
J013402.21+303850.3 	4
J013402.43+303103.5 	3
J013402.54+303607.2 	2
J013406.63+304147.8 	2
J013406.72+304154.5	2
J013406.87+304722.6	2
J013407.32+304732.4 	3
J013407.70+304522.9 	4
J013407.82+304731.9 	4
J013408.21+303405.2 	4
J013408.35+303459.2 	4
J013410.61+302600.5 	4
J013410.61+304637.8 	2
J013410.93+303437.6	1
J013410.99+304633.0	4
J013411.33+303628.0 	3
J013411.56+303625.4 	2
J013411.58+303617.4 	4
J013414.21+303343.3 	4
J013414.21+305355.2	4
J013414.90+303457.4	2
J013414.91+303436.2 	3
J013415.03+303457.8 	2
J013415.07+303709.9	2
J013415.22+303659.0	2
J013415.22+303704.7 	4
J013415.38+302816.3 	1
J013415.43+303707.4 	4
J013415.56+303712.6 	3
J013415.61+304111.0 	4
J013415.73+303400.7 	2
J013416.05+303344.2 	3
J013416.07+303642.1	2
J013416.35+303712.3	2
J013417.20+303339.2	4
J013417.56+303339.3 	4
J013418.36+303836.9 	1
J013420.68+303942.7 	2
J013420.68+304859.9 	3
J013420.95+303039.9	2
J013427.11+304559.8	2
J013429.47+305312.3	4
J013430.29+304039.8	3
J013431.97+304649.8	4
J013432.05+304817.1 	2
J013432.74+304709.6	2
J013433.10+304659.0	2
J013435.15+304705.1 	4
J013437.27+303817.9 	4
J013438.76+304358.8 	4
J013439.73+304406.6 	2
J013442.14+303216.0	2
J013459.39+304201.2	2
J013509.73+304157.3	2
J013523.20+310638.5	4
J013256.53+303853.0	3
J013244.40+301547.7 	3
J013413.43+302731.5 	3
J013348.28+305208.8 	3
J013247.31+303630.6	3
J013252.56+303419.6	3
J013240.21+304149.6	3
J013339.82+305444.7	3
J013226.98+303659.7	3
J013411.32+304631.4 	4
J013349.86+303246.1 	4
J013446.88+302620.9 	4
J013229.20+303430.2 	4
J013358.05+304539.9 	4
J013337.31+303111.1 	4
J013337.00+303637.5 	4
J013233.85+302728.9 	4
J013311.16+303421.8 	4
J013351.84+303827.4 	4
J013449.49+304127.2 	4
J013327.65+303751.2 	4
J013351.48+305252.9 	4
J013320.57+304901.6 	4
J013336.61+302208.1 	4
J013351.65+303225.9 	4
J013348.36+304242.1 	4
J013349.56+303941.6 	4
J013431.87+304118.0 	4
J013439.98+303839.4 	4
J013355.47+310009.0 	4
J013300.77+303416.9 	4
J013357.70+304824.1 	4
J013352.56+303815.9 	4
J013419.52+304633.8 	4
J013419.51+305532.4 	4
J013348.48+304510.6 	4
J013356.58+303826.6 	4
J013355.62+303500.8 	4
J013410.90+303840.8 	5
J013311.09+304851.8 	5
J013320.08+302544.4 	5
J013342.84+303835.6 	5
J013440.51+303852.3 	5
J013346.16+303448.5 	5
J013304.66+303240.4 	5
J013420.34+304545.6	5
J013344.15+303205.7 	5
J013358.51+303412.6 	5
J013357.48+303821.4 	5
J013350.71+304254.3 	5
J013355.36+304358.2 	5
J013418.54+303647.5 	5
J013303.60+302903.4 	5
J013408.52+304708.9 	5
J013422.40+304835.5 	5
J013339.46+303126.9 	5
J013322.62+302920.4 	5
J013327.36+303029.4 	5
J013359.78+303936.8	5
J013259.33+303505.1 	5
J013315.77+303821.7	5
J013413.18+303421.9	5
J013254.33+303603.8 	5
J013416.92+305537.4 	5
J013312.57+303900.4 	5
J013327.98+301844.3 	5
J013421.60+301752.8 	5
J013345.73+304319.9 	5
J013414.42+304739.3 	5
J013320.78+303646.1 	5
J013321.93+304053.6 	5
J013421.61+303337.7 	5
J013241.21+304446.4 	5
J013401.19+304953.2 	5
J013310.50+303304.9 	5
J013333.38+303246.4 	5
J013327.81+302106.0 	5
J013404.04+304804.7 	5
J013319.62+303832.8 	5
J013356.45+304335.7 	5
J013414.17+303802.6 	5
J013339.91+303446.4 	5
J013349.16+303655.0 	5
J013435.28+304219.4 	5
J013345.50+304442.1 	5
J013337.09+303521.6 	5
J013436.02+304611.3 	5
J013349.94+305006.9	5
J013349.29+304050.0 	5
J013431.01+304128.0 	5
J013243.77+304556.3 	5
J013349.85+304059.2 	5
J013428.05+304009.9 	5
J013410.28+303954.5 	5
J013259.59+303334.3 	5
J013439.24+304633.4 	5
J013446.07+302714.4 	5
J013305.77+303720.1 	5
J013319.15+303936.5 	5
J013357.07+304511.8 	5
J013357.49+305152.8 	5
J013446.93+305426.5 	5
J013345.51+304317.4 	5
J013306.23+303705.5 	5
J013315.88+303615.6 	5
J013349.54+303823.9 	5
J013412.90+310908.5 	5
J013342.60+304335.9 	5
J013409.86+303710.3 	5
J013231.71+302940.6 	5
J013312.88+301351.5 	5
J013303.56+304437.1 	5
J013333.82+305916.2 	5
J013300.23+305943.2 	5
J013331.98+304159.2 	5
J013328.25+304237.4 	5
J013322.17+304026.0 	5
J013306.15+301642.8 	5
J013235.17+303331.6 	5
J013331.15+304530.0 	5
J013343.30+303318.9	2
J013414.27+303417.7	2
J013453.97+304043.4	3
J013336.90+304257.9	3
