ID	Gal	U	B	V	R	I	J	H	K	3.6	4.5	5.8	8.0	F_U_Jy	F_B_Jy	F_V_Jy	F_R_Jy	F_I_Jy	F_J_Jy	F_H_Jy	F_K_Jy	F_3.6_Jy	F_4.5_Jy	F_5.8_Jy	F_8.0_Jy	lam_F_0.36_um	F_0.44_um	lam_F_0.44_um	F_0.55_um	lam_F_0.55_um	F_0.71_um	lam_F_0.71_um	F_0.97_um	lam_F_0.97_um	F_1.24_um	lam_F_1.24_um	F_1.66_um	lam_F_1.66_um	F_2.16_um	lam_F_2.16_um	F_3.55_um	lam_F_3.55_um	F_4.44_um	lam_F_4.44_um	F_5.73_um	lam_F_5.73_um	F_7.87_um	lam_F_7.87_um
J004101.76+410429.2	M31	18.6	18.24	17.42	16.97	16.42	15.716	15.572	15.424	99.99	99.99	99.99	99.99	6.61891293846e-05	0.000208905585407	0.000407011497273	0.000479175963199	0.000712493028943	0.00082430572676	0.000604644290977	0.000451159861981	99.99	99.99	99.99	99.99	5.51576078205e-13	3.23717332759e-12	1.42435626414e-12	4.03647765891e-12	2.2200627124e-12	2.85167206824e-12	2.02468716845e-12	2.27173885304e-12	2.20358668745e-12	1.62134582129e-12	2.00236208929e-12	6.56688139401e-13	1.09141568768e-12	2.90366443461e-13	6.26901151433e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004102.78+410900.6	M31	19.26	18.9	18.35	18.0	17.7	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.60401565392e-05	0.000113749645448	0.000172825044493	0.000185564555012	0.000219169753686	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.00334637827e-13	1.76264946458e-12	7.75565764417e-13	1.71396738341e-12	9.42682060873e-13	1.10433180923e-12	7.84075584556e-13	6.98808864977e-13	6.77844599027e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004107.40+405328.6	M31	17.77	17.97	17.5	17.21	16.88	16.367	16.03	15.178	99.99	99.99	99.99	99.99	0.000142163029148	0.000267886021055	0.0003781	0.0003841448582	0.000466423710517	0.000452572662564	0.0003965518284	0.000565887961655	99.99	99.99	99.99	99.99	1.18469190957e-12	4.15112635933e-12	1.82649559811e-12	3.74975206612e-12	2.06236363636e-12	2.28612294108e-12	1.62314728817e-12	1.48716243124e-12	1.4425475583e-12	8.90175539801e-13	1.09936679165e-12	4.30684430919e-13	7.15797524187e-13	3.64205437296e-13	7.86319539122e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004118.69+403152.0	M31	18.8	18.81	18.14	17.76	17.32	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.50537198629e-05	0.000123580529492	0.000209703982069	0.000231470166749	0.000311014487494	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.58780998858e-13	1.91498754378e-12	8.42594519263e-13	2.07970891308e-12	1.1438399022e-12	1.37752529309e-12	9.78042958096e-13	9.91649976068e-13	9.61900476786e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004120.56+403515.4	M31	18.34	17.7	17.1	16.67	16.15	15.44	14.99	15.02	99.99	99.99	99.99	99.99	8.40981938424e-05	0.000343518437465	0.000546520777319	0.000631676942442	0.000913651600942	0.00106288999013	0.00103347495534	0.000654531353611	99.99	99.99	99.99	99.99	7.0081828202e-13	5.32311628304e-12	2.34217116454e-12	5.4200407668e-12	2.98102242174e-12	3.75923592011e-12	2.66905750328e-12	2.91312020706e-12	2.82572660085e-12	2.09062267559e-12	2.58191900436e-12	1.12242975857e-12	1.86547825874e-12	4.21256315771e-13	9.0949238575e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004120.99+403453.5	M31	18.8	18.58	18.13	17.85	17.5	16.977	16.195	15.832	99.99	99.99	99.99	99.99	5.50537198629e-05	0.000152739038249	0.000211644349125	0.000213056615858	0.0002635	0.000258040762805	0.000340643382573	0.000309834985426	99.99	99.99	99.99	99.99	4.58780998858e-13	2.36682393981e-12	1.04140253352e-12	2.09895222273e-12	1.1544237225e-12	1.26794256611e-12	9.00239221935e-13	8.40153044957e-13	8.14948453608e-13	5.07546288853e-13	6.26819666733e-13	3.69963749661e-13	6.14879751937e-13	1.99409766602e-13	4.30525686094e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004128.74+405224.7	M31	18.18	18.04	17.79	17.63	17.42	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.74510827181e-05	0.000251159755528	0.000289472077073	0.00026091258314	0.000283648583791	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.12092355984e-13	3.89193836046e-12	1.7124528786e-12	2.87079745858e-12	1.57893860222e-12	1.55274300619e-12	1.1024475344e-12	9.04395527021e-13	8.77263661211e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004129.31+405102.9	M31	17.93	17.59	16.87	16.46	16.1	15.618	15.119	15.077	14.14	13.89	11.96	10.33	0.000122683644441	0.000380145673134	0.000675470952052	0.000766469759055	0.000956710674319	0.000902169866471	0.000917698362226	0.000621055561385	0.000612721313413	0.000498958531563	0.00191733742927	0.00465617569211	1.02236370367e-12	5.89068708369e-12	2.59190231682e-12	6.69888547489e-12	3.68438701119e-12	4.56141495172e-12	3.23860461572e-12	3.05041133272e-12	2.95889899274e-12	1.77449858179e-12	2.19150574851e-12	9.96687869239e-13	1.65649523868e-12	3.99711299137e-13	8.62976694837e-13	1.45857087105e-13	5.17792659222e-13	7.59653280393e-14	3.37210091167e-13	1.75129371152e-13	1.00366642607e-12	2.25413770292e-13	1.77445719974e-12
J004131.50+403917.8	M31	18.35	18.52	17.96	17.61	17.21	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.33271769668e-05	0.000161417289962	0.000247517937415	0.000265763310222	0.000344176029023	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.9439314139e-13	2.50130098082e-12	1.10057243156e-12	2.45472334626e-12	1.35009784044e-12	1.58161065397e-12	1.12294356432e-12	1.0973834489e-12	1.06446194543e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004143.45+403956.4	M31	18.67	18.41	18.0	17.76	17.47	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.20564129825e-05	0.000178628212217	0.000238564971948	0.000231470166749	0.000270882294556	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.17136774854e-13	2.76799915626e-12	1.21791962876e-12	2.3659336061e-12	1.30126348335e-12	1.37752529309e-12	9.78042958096e-13	8.63691023136e-13	8.37780292442e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004144.76+402808.9	M31	19.87	19.32	18.29	17.65	17.01	16.345	15.796	15.196	99.99	99.99	99.99	99.99	2.05488096261e-05	7.72591723971e-05	0.000182644533051	0.000256150391806	0.000413790598942	0.00046183656788	0.00049192620332	0.000556583663608	99.99	99.99	99.99	99.99	1.71240080217e-13	1.19719791938e-12	5.26767084526e-13	1.811350741e-12	9.96242907552e-13	1.52440225237e-12	1.08232559918e-12	1.31934509175e-12	1.279764739e-12	9.0839692743e-13	1.12187020538e-12	5.3426801179e-13	8.87953435596e-13	3.58217191974e-13	7.73390917472e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004148.69+413814.1	M31	19.21	19.12	18.49	18.11	17.79	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.77386767885e-05	9.2885955221e-05	0.000151917105582	0.000167685312478	0.000201734705921	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.14488973237e-13	1.43934847966e-12	6.33313331052e-13	1.50661592313e-12	8.2863875772e-13	9.97928858229e-13	7.08529489343e-13	6.43218320505e-13	6.2392177089e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004149.87+412712.7	M31	19.1	18.82	17.99	17.53	17.09	16.676	15.707	15.879	99.99	99.99	99.99	99.99	4.176251731e-05	0.000122447536387	0.000240772386455	0.000286084958513	0.000384397557583	0.000340477421314	0.000533949220264	0.000296708819132	99.99	99.99	99.99	99.99	3.48020977583e-13	1.89743083245e-12	8.34869566277e-13	2.38782532022e-12	1.31330392612e-12	1.7025488505e-12	1.20880968386e-12	1.2256272428e-12	1.18885842551e-12	6.69692841347e-13	8.27070659063e-13	5.79908096748e-13	9.63807256795e-13	1.90961767247e-13	4.12286455487e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004156.90+412109.0	M31	17.98	17.7	17.16	16.87	16.5	16.197	16.089	15.535	15.23	14.17	13.01	12.43	0.000117161970867	0.000343518437465	0.000517138268958	0.000525405995764	0.000661882074703	0.000529283453261	0.000375577837158	0.000407315048005	0.000224524112022	0.000385535570106	0.000728951359776	0.000673022152496	9.76349757224e-13	5.32311628304e-12	2.34217116454e-12	5.12864398966e-12	2.82075419432e-12	3.12679624537e-12	2.22002533421e-12	2.11036903402e-12	2.047057963e-12	1.0410597517e-12	1.28570879335e-12	4.0790513491e-13	6.7793833422e-13	2.62147925434e-13	5.65977371011e-13	5.34475172439e-14	1.89738686216e-13	5.86969341164e-14	2.60555690543e-13	6.65823298961e-14	3.81583332635e-13	3.25822028454e-14	2.56487100799e-13
J004201.09+403951.9	M31	19.06	18.82	18.46	18.2	17.84	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.33297984252e-05	0.000122447536387	0.000156173260502	0.000154345874059	0.000192655148498	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.61081653543e-13	1.89743083245e-12	8.34869566277e-13	1.54882572399e-12	8.51854148195e-13	9.18543190197e-13	6.5216566504e-13	6.14268727276e-13	5.95840665457e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004207.22+405148.3	M31	18.65	17.99	17.02	16.5	99.99	15.481	15.191	14.942	99.99	99.99	99.99	99.99	6.32101278375e-05	0.000262996550135	0.00058831060531	0.000738745799507	99.99	0.00102350110779	0.000858815663358	0.000703283543301	99.99	99.99	99.99	99.99	5.26751065312e-13	4.07535976449e-12	1.79315829637e-12	5.83448534192e-12	3.20896693805e-12	4.39642411926e-12	3.12146112468e-12	99.99	99.99	2.01314778041e-12	2.48623750881e-12	9.3273693058e-13	1.55020877862e-12	4.52633220332e-13	9.77235122698e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004207.85+405152.4	M31	18.14	17.75	16.99	16.55	99.99	15.624	15.4	15.136	99.99	99.99	99.99	99.99	0.000101108267472	0.000328057560941	0.000604792890619	0.000705496761484	99.99	0.000897198041857	0.000708434914221	0.000588207361043	99.99	99.99	99.99	99.99	8.42568895602e-13	5.08353658483e-12	2.23675609733e-12	5.99794602267e-12	3.29887031247e-12	4.1985524389e-12	2.98097223162e-12	99.99	99.99	1.76471938604e-12	2.17942844176e-12	7.69412384519e-13	1.27876338307e-12	3.7857020058e-13	8.17333063052e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004212.20+405513.9	M31	18.21	18.47	18.24	18.01	17.72	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.47952701681e-05	0.000169024652468	0.000191252304703	0.000183863288945	0.000215169454853	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.89960584734e-13	2.61918366428e-12	1.15244081229e-12	1.89671707144e-12	1.04319438929e-12	1.09420723435e-12	7.76887136389e-13	6.86054165755e-13	6.65472540782e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004214.85+405652.0	M31	18.34	18.17	17.97	17.83	17.65	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.40981938424e-05	0.000222817887099	0.000245248679325	0.000217017634081	0.000229498905953	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.0081828202e-13	3.45275651496e-12	1.51921286658e-12	2.43221830735e-12	1.33772006904e-12	1.29151537838e-12	9.16975918652e-13	7.31742712148e-13	7.09790430784e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004215.06+405148.3	M31	19.55	19.36	18.48	17.94	17.3	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.7592221559e-05	7.44646326975e-05	0.000153322777253	0.000196107870826	0.000316796678522	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.29935179658e-13	1.15389410172e-12	5.07713404756e-13	1.52055646863e-12	8.36306057744e-13	1.16707719198e-12	8.28624806306e-13	1.01008612559e-12	9.7978354182e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004217.15+403740.2	M31	18.49	18.43	17.77	17.4	16.98	16.343	15.937	15.562	99.99	99.99	99.99	99.99	7.32464648178e-05	0.00017536787991	0.000294853764789	0.000322474237486	0.000425383479724	0.000462688086314	0.000432016124485	0.000397310877388	99.99	99.99	99.99	99.99	6.10387206815e-13	2.71747747794e-12	1.19569009029e-12	2.92416956815e-12	1.60829326248e-12	1.9191087333e-12	1.36256720064e-12	1.35630825717e-12	1.31561900945e-12	9.10071798548e-13	1.12393867121e-12	4.69201262979e-13	7.79812499071e-13	2.55709242194e-13	5.52076253897e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004223.21+412803.2	M31	19.3	19.03	18.36	17.98	17.54	99.99	99.99	99.99	16.22	15.92	14.49	12.29	3.47365488885e-05	0.000100913681826	0.000171240574962	0.000189014457663	0.000253968947725	99.99	99.99	99.99	9.02117250245e-05	7.69244594113e-05	0.000186508466136	0.000765648364643	2.89471240737e-13	1.56374506962e-12	6.88047830634e-13	1.69825363598e-12	9.3403949979e-13	1.12486287044e-12	7.98652638012e-13	8.09763889016e-13	7.85470972345e-13	99.99	99.99	99.99	99.99	99.99	99.99	2.14747212913e-14	7.6235260584e-14	1.17115780647e-14	5.19876950291e-14	1.7035660959e-14	9.76313729558e-14	3.70664029891e-14	2.91786724331e-13
J004226.53+410123.9	M31	18.69	18.84	18.37	18.07	17.72	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.09237557968e-05	0.000120212616976	0.000169670631934	0.000173978276611	0.000215169454853	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.07697964973e-13	1.86279881678e-12	8.19631479383e-13	1.68268395306e-12	9.25476174184e-13	1.03537954738e-12	7.35119478638e-13	6.86054165755e-13	6.65472540782e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004229.30+405727.6	M31	17.98	18.05	17.63	17.37	17.04	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000117161970867	0.000248857109049	0.000335433688152	0.000331508771861	0.000402513656346	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.76349757224e-13	3.85625685509e-12	1.69675301624e-12	3.32661508911e-12	1.82963829901e-12	1.97287505571e-12	1.40074128955e-12	1.2833892752e-12	1.24488759695e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004231.84+412039.9	M31	19.2	18.99	18.44	18.15	17.82	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.80878684655e-05	0.00010470081244	0.000159076738192	0.000161619971002	0.000196236875124	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.17398903879e-13	1.62242994483e-12	7.13869175724e-13	1.57762054405e-12	8.6769129923e-13	9.61832797073e-13	6.82901285922e-13	6.25688835554e-13	6.06918170487e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004232.90+412103.4	M31	18.88	18.29	17.43	16.98	16.61	16.144	15.409	16.15	14.29	14.2	13.24	12.8	5.11430552199e-05	0.000199503285242	0.000403279993437	0.000474782851563	0.000598109388471	0.000555761319604	0.000702586752288	0.000231169458197	0.000533657954773	0.000375028655488	0.000589791555896	0.000478662449843	4.26192126832e-13	3.09147652752e-12	1.36024967211e-12	3.99947100929e-12	2.19970905511e-12	2.82552778157e-12	2.00612472491e-12	1.90703386695e-12	1.84982285094e-12	1.0931396737e-12	1.35002749701e-12	7.63060850839e-13	1.26820713409e-12	1.48780640899e-13	3.21217403701e-13	1.27036212205e-13	4.50978553329e-13	5.7097279706e-14	2.53454824615e-13	5.38714900767e-14	3.0873750963e-13	2.31729029682e-14	1.82417092166e-13
J004233.76+410014.6	M31	19.17	18.71	18.03	17.65	17.26	16.437	15.54	15.453	99.99	99.99	99.99	99.99	3.91549495434e-05	0.000135503356056	0.000232063414153	0.000256150391806	0.000328685556003	0.000424314933794	0.000622730241309	0.00043926889857	99.99	99.99	99.99	99.99	3.26291246195e-13	2.09974208764e-12	9.23886518562e-13	2.30145534697e-12	1.26580044083e-12	1.52440225237e-12	1.08232559918e-12	1.04799305772e-12	1.01655326599e-12	8.34594765612e-13	1.03072453553e-12	6.76330810721e-13	1.12406180742e-12	2.82713420562e-13	6.10378274992e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004235.91+413050.6	M31	18.26	18.27	17.8	17.51	17.2	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.05287802004e-05	0.000203212328236	0.000286818181119	0.000291403674993	0.00034736065061	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.5440650167e-13	3.1489513673e-12	1.38553860161e-12	2.84447782927e-12	1.5644628061e-12	1.73420159686e-12	1.23128313377e-12	1.10753741293e-12	1.07431129055e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004237.52+413024.8	M31	17.41	17.57	17.33	17.17	17.0	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000198055391185	0.00038721310886	0.000442187719745	0.000398561206172	0.000417619356214	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.65046159321e-12	6.00020313317e-12	2.64008937859e-12	4.3853327578e-12	2.41193301679e-12	2.37191751342e-12	1.68406143453e-12	1.33155284158e-12	1.29160625633e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004240.34+412807.2	M31	18.39	18.53	18.01	17.69	17.32	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.03131516172e-05	0.000159937407353	0.000236377795138	0.000246885182035	0.000311014487494	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.69276263477e-13	2.47836891559e-12	1.09048232286e-12	2.34424259641e-12	1.28933342803e-12	1.46926313451e-12	1.0431768255e-12	9.91649976068e-13	9.61900476786e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004243.54+414620.6	M31	17.98	17.94	17.2	16.74	16.22	15.719	15.322	15.205	99.99	99.99	99.99	99.99	0.000117161970867	0.000275391195685	0.000498432872848	0.000592236301885	0.000856605028611	0.000822031229646	0.000761202063007	0.000551989040547	99.99	99.99	99.99	99.99	9.76349757224e-13	4.26742555297e-12	1.87766724331e-12	4.94313592907e-12	2.71872476099e-12	3.52451677376e-12	2.50240690937e-12	2.73123082775e-12	2.64929390292e-12	1.6168720608e-12	1.99683699509e-12	8.26721386315e-13	1.37401094406e-12	3.55260093018e-13	7.67006540825e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004245.97+414422.1	M31	18.21	18.16	17.98	17.82	17.6	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.47952701681e-05	0.000224879595624	0.000243000225918	0.000219025673526	0.00024031485617	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.89960584734e-13	3.48470447764e-12	1.53326997016e-12	2.40991959588e-12	1.32545577773e-12	1.30346562305e-12	9.25460592362e-13	7.66228683719e-13	7.43241823207e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004247.25+410039.2	M31	19.21	19.01	18.21	17.72	17.16	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.77386767885e-05	0.000102789807245	0.000196610486289	0.000240156875417	0.000360396545545	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.14488973237e-13	1.59281726103e-12	7.00839594853e-13	1.94985606237e-12	1.07242083431e-12	1.42922163509e-12	1.01474736092e-12	1.1491015375e-12	1.11462849137e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004247.30+414451.0	M31	17.08	16.87	16.41	16.05	15.62	15.291	14.992	15.04	99.99	99.99	99.99	99.99	0.000268402569193	0.000737819368414	0.00103182649968	0.00111813701458	0.00148860892863	0.00121923751487	0.00103157297645	0.00064258481005	99.99	99.99	99.99	99.99	2.23668807661e-12	1.14331513701e-11	5.03058660282e-12	1.02329900795e-11	5.62814454371e-12	6.65425717861e-12	4.72452259681e-12	4.74633519597e-12	4.60394514009e-12	2.39814620439e-12	2.96171056243e-12	1.1203640697e-12	1.86204508384e-12	4.13567521493e-13	8.92892278902e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004248.11+403434.5	M31	18.04	17.96	17.2	16.75	99.99	15.674	15.238	15.095	99.99	99.99	99.99	99.99	0.000110863010733	0.00027036473989	0.000498432872848	0.000586806646832	99.99	0.000856817478166	0.000822431918001	0.000610844200764	99.99	99.99	99.99	99.99	9.23858422776e-13	4.18953625862e-12	1.84339595379e-12	4.94313592907e-12	2.71872476099e-12	3.49220380975e-12	2.47946470493e-12	99.99	99.99	1.68529393007e-12	2.08133800364e-12	8.93221509035e-13	1.48453414802e-12	3.93139268431e-13	8.48787680543e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004250.67+414008.6	M31	18.5	18.52	17.85	17.43	17.03	16.552	16.284	17.062	99.99	99.99	99.99	99.99	7.25749371919e-05	0.000161417289962	0.000273909236504	0.000313685919254	0.000406238069352	0.000381670256754	0.00031383397431	9.97999802002e-05	99.99	99.99	99.99	99.99	6.04791143266e-13	2.50130098082e-12	1.10057243156e-12	2.71645523806e-12	1.49405038093e-12	1.86680769244e-12	1.32543346164e-12	1.29526432996e-12	1.25640640006e-12	7.50715973226e-13	9.27134226934e-13	3.40846761883e-13	5.66487318249e-13	6.42312575879e-14	1.38675285132e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004251.90+413745.9	M31	15.57	15.6	14.98	14.6	99.99	13.706	13.347	13.218	14.97	13.16	99.99	12.79	0.0010784168591	0.0023765669412	0.00385129403823	0.00425103836576	99.99	0.00524914194659	0.00469353387457	0.00344136276285	0.00028527452273	0.000977382261852	99.99	0.000483091458961	8.98680715918e-12	3.68269670641e-11	1.62038655082e-11	3.81946516188e-11	2.10070583904e-11	2.5298780197e-11	1.79621339398e-11	99.99	99.99	1.03246575684e-11	1.2750952097e-11	5.09752274734e-12	8.47208280608e-12	2.21486074076e-12	4.7818843393e-12	6.79090313978e-14	2.41077061462e-13	1.48804278201e-13	6.60542190934e-13	99.99	99.99	2.33873191995e-14	1.84104976738e-13
J004252.87+412328.6	M31	17.99	18.39	18.3	18.22	18.16	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000116087823462	0.000181949158628	0.000180970037907	0.000151528744371	0.000143476449024	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.67398528846e-13	2.81946010271e-12	1.24056244519e-12	1.79474417759e-12	9.87109297676e-13	9.01777887551e-13	6.40262300161e-13	4.57465561773e-13	4.4374159492e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004255.16+413515.3	M31	19.11	18.67	17.84	17.35	16.8	16.134	15.72	15.471	99.99	99.99	99.99	99.99	4.13796362498e-05	0.000140588582347	0.000276443687465	0.000337671980082	0.000502088899183	0.000560903715781	0.000527594132052	0.000432046464038	99.99	99.99	99.99	99.99	3.44830302082e-13	2.17854208182e-12	9.58558515999e-13	2.74159028891e-12	1.5078746589e-12	2.00955354145e-12	1.42678301443e-12	1.60087862424e-12	1.55285226552e-12	1.10325437056e-12	1.36251914765e-12	5.7300600387e-13	9.52335978433e-13	2.78065062397e-13	6.00342469715e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004259.62+413946.1	M31	18.78	18.97	18.48	18.14	17.8	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.60772449327e-05	0.000106647345873	0.000153322777253	0.000163115422181	0.00019988519102	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.67310374439e-13	1.65259316952e-12	7.2714099459e-13	1.52055646863e-12	8.36306057744e-13	9.70732526369e-13	6.89220093722e-13	6.37321259497e-13	6.18201621712e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004259.95+410220.3	M31	18.69	18.47	17.41	16.79	16.14	15.427	15.102	15.136	99.99	99.99	99.99	99.99	6.09237557968e-05	0.000169024652468	0.00041077752829	0.000565581277472	0.00092210551512	0.00107569293701	0.000932180377272	0.000588207361043	99.99	99.99	99.99	99.99	5.07697964973e-13	2.61918366428e-12	1.15244081229e-12	4.07382672684e-12	2.24060469976e-12	3.36588738825e-12	2.38978004566e-12	2.94007497647e-12	2.85187272717e-12	2.11580508517e-12	2.61301928018e-12	1.01241640196e-12	1.68263606006e-12	3.7857020058e-13	8.17333063052e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004301.96+405315.2	M31	18.74	18.56	17.78	17.3	16.81	16.282	15.827	15.889	99.99	99.99	99.99	99.99	5.81817350985e-05	0.00015557866898	0.000292150529225	0.000353585970221	0.000497485720487	0.000489427442726	0.000478079318417	0.000293988576328	99.99	99.99	99.99	99.99	4.84847792487e-13	2.41082648213e-12	1.06076365214e-12	2.89736062041e-12	1.59354834123e-12	2.10426088209e-12	1.49402522629e-12	1.5862016808e-12	1.53861563037e-12	9.62666051356e-13	1.18889257342e-12	5.19229277085e-13	8.62959058515e-13	1.89211019242e-13	4.08506590543e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004302.55+413332.0	M31	18.95	18.61	17.87	17.47	17.08	16.416	16.43	15.97	99.99	99.99	99.99	99.99	4.79497854923e-05	0.000148576475419	0.000268909829512	0.000302339593279	0.000387954344391	0.00043260179493	0.000274346836461	0.000272854081842	99.99	99.99	99.99	99.99	3.99581545769e-13	2.30232141662e-12	1.01302142331e-12	2.66687434227e-12	1.46678088825e-12	1.7992834355e-12	1.27749123921e-12	1.23696783205e-12	1.19985879709e-12	8.50894382658e-13	1.05085456258e-12	2.97960828002e-13	4.9521089614e-13	1.75608860639e-13	3.79139530119e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
