ID	oID	Gal	RA	DEC	U	B	V	R	I	J	H	K	3.6	4.5	5.8	8.0	W1	W2	W3	W4	F_U_Jy	F_B_Jy	F_V_Jy	F_R_Jy	F_I_Jy	F_J_Jy	F_H_Jy	F_K_Jy	F_3.6_Jy	F_4.5_Jy	F_5.8_Jy	F_8.0_Jy	F_W1_Jy	F_W2_Jy	F_W3_Jy	F_W4_Jy	F_0.36_um	lam_F_0.36_um	F_0.44_um	lam_F_0.44_um	F_0.55_um	lam_F_0.55_um	F_0.71_um	lam_F_0.71_um	F_0.97_um	lam_F_0.97_um	F_1.24_um	lam_F_1.24_um	F_1.66_um	lam_F_1.66_um	F_2.16_um	lam_F_2.16_um	F_3.55_um	lam_F_3.55_um	F_4.44_um	lam_F_4.44_um	F_5.73_um	lam_F_5.73_um	F_7.87_um	lam_F_7.87_um	F_3.35_um	lam_F_3.35_um	F_4.60_um	lam_F_4.60_um	F_11.56_um	lam_F_11.56_um	F_22.09_um	lam_F_22.09_um	2MASS_ID	WISE_ID
J013344.83+302304.5	J013344.83+302304.5	M33	23.4367916667	30.3845833333	21.72	21.04	19.31	18.39	17.48	16.333	15.588	15.077	15.15	15.41	99.99	99.99	15.049	15.42	12.718	9.251	3.739268652e-06	1.58471092388e-05	7.13849529093e-05	0.000129567185357	0.000268398830752	0.000466969286465	0.000595799256113	0.000621055561385	0.000241692396213	0.000123045136648	99.99	99.99	0.000295880795901	0.000116678354436	0.0002591211798	0.00166710170927	8.65571447222e-14	3.11605721e-14	2.45564709279e-13	1.08048472083e-13	7.07949946208e-13	3.89372470415e-13	7.7108025406e-13	5.47466980383e-13	8.55772656241e-13	8.30099476553e-13	9.18492589222e-13	1.13433834769e-12	6.47081781457e-13	1.07544992078e-12	3.99711299137e-13	8.62976694837e-13	5.75343930679e-14	2.04247095391e-13	1.87333487211e-14	8.31573349729e-14	99.99	99.99	99.99	99.99	7.89722572626e-14	2.64762389699e-13	1.65221796988e-14	7.60482887176e-14	5.81632132187e-15	6.72413275378e-14	1.0250823766e-14	2.26423270592e-13	01334480+3023042	J013344.84+302304.6
J013345.27+302256.4	J013345.27+302256.4	M33	23.438625	30.3823333333	99.99	21.84	19.9	18.94	18.0	16.656	16.079	15.637	15.59	15.88	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.58490335803e-06	4.14578405962e-05	7.80719495777e-05	0.000166257260271	0.000346807369178	0.000379053016098	0.000370792085076	0.000161162125862	7.98113125107e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.17534659474e-13	5.17152501684e-14	4.11152138144e-13	2.26133675979e-13	4.64621798717e-13	3.29881477089e-13	5.30100734203e-13	5.14197712177e-13	6.82143360837e-13	8.42447050634e-13	4.11679434653e-13	6.84211220394e-13	2.38641750031e-13	5.15227538317e-13	3.83643227603e-14	1.36193345799e-13	1.21510950362e-14	5.39387108655e-14	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	01334521+3022562	
J013346.30+301945.7	J013346.30+301945.7	M33	23.4429166667	30.3293611111	22.97	21.55	19.84	19.01	18.23	99.99	99.99	99.99	16.25	16.33	99.99	99.99	16.192	16.337	12.678	8.715	1.18246057236e-06	9.90717995555e-06	4.38133718362e-05	7.31972937307e-05	0.000134518067494	99.99	99.99	99.99	8.77532050697e-05	5.27308112527e-05	99.99	99.99	0.000103256352167	5.01406887699e-05	0.000268845587183	0.00273125404046	2.73717725083e-14	9.85383810299e-15	1.53520350551e-13	6.75489542424e-14	4.34512778541e-13	2.38982028198e-13	4.35611746066e-13	3.09284339707e-13	4.28902330195e-13	4.16035260289e-13	99.99	99.99	99.99	99.99	99.99	99.99	2.08894755175e-14	7.4157638087e-14	8.02814887651e-15	3.56369528628e-14	99.99	99.99	99.99	99.99	2.75597041791e-14	9.23966642308e-14	7.10014701595e-15	3.2680556685e-14	6.03459864696e-15	6.97647880378e-14	1.67941785875e-14	3.70954854895e-13		J013346.18+301943.9
J013346.57+305331.2	J013346.57+305331.2	M33	23.4440416667	30.892	23.23	21.89	19.96	18.95	18.0	16.61	15.936	14.95	15.29	15.5	99.99	99.99	14.644	14.65	12.757	9.066	9.30650614955e-07	7.24352647261e-06	3.92289494021e-05	7.73561816416e-05	0.000166257260271	0.00036181645739	0.000432414209337	0.000698120602986	0.000212453058418	0.000113256843334	99.99	99.99	0.000429651941149	0.000237132071663	0.000249978646572	0.00197679710687	2.15428383091e-14	7.75542179129e-15	1.12244728398e-13	4.9387680495e-14	3.89047432087e-13	2.13976087648e-13	4.60362120462e-13	3.26857105528e-13	5.30100734203e-13	5.14197712177e-13	7.11665080346e-13	8.78906374227e-13	4.69633612386e-13	7.80531063786e-13	4.49310352445e-13	9.70061050929e-13	5.05740269989e-14	1.79537795846e-13	1.72431028078e-14	7.6542133364e-14	99.99	99.99	99.99	99.99	1.14676532238e-13	3.84464541982e-13	3.35789677468e-14	1.54557272745e-13	5.61110494014e-15	6.4868861992e-14	1.21551064647e-14	2.68485638125e-13	01334651+3053312	J013346.28+305330.3
J013346.72+305124.8	J013346.72+305124.8	M33	23.4446666667	30.8568888889	99.99	21.3	19.26	18.13	16.91	15.531	14.511	14.379	14.3	14.41	99.99	99.99	14.058	13.876	11.168	9.05	99.99	1.24724006053e-05	7.47492220926e-05	0.0001646247106	0.000453712369509	0.000977435969727	0.00160657112331	0.00118121908463	0.000528765349235	0.00030907540921	99.99	99.99	0.000737083650809	0.000483715824642	0.00108019686467	0.00200614397018	99.99	99.99	1.93270670536e-13	8.50390950359e-14	7.41314599266e-13	4.07723029596e-13	9.79714603847e-13	6.95597368731e-13	1.44663312629e-12	1.4032341325e-12	1.92254120486e-12	2.374338388e-12	1.7448543177e-12	2.89994787601e-12	7.60232488428e-13	1.64134194252e-12	1.25871537211e-13	4.468439571e-13	4.70560444692e-14	2.08881781399e-13	99.99	99.99	99.99	99.99	1.96731793689e-13	6.59563011522e-13	6.84963360727e-14	3.15274935675e-13	2.42464628351e-14	2.80308507544e-13	1.23355570768e-14	2.7247148538e-13	01334668+3051247	J013346.64+305124.2
J013346.83+302013.8	J013346.83+302013.8	M33	23.445125	30.3371666667	99.99	21.71	19.83	18.84	17.84	16.717	15.639	15.407	15.55	15.79	99.99	99.99	15.485	16.633	12.717	9.028	99.99	8.54968377051e-06	4.42187719745e-05	8.56041904423e-05	0.000192655148498	0.000327859911308	0.000568460060094	0.000458279525891	0.000167210285136	8.67090549661e-05	99.99	99.99	0.000198023520975	3.81759888772e-05	0.000259359949167	0.00204720859764	99.99	99.99	1.32484769171e-13	5.82932984353e-14	4.3853327578e-13	2.41193301679e-13	5.09447671746e-13	3.61707846939e-13	6.14268727276e-13	5.95840665457e-13	6.44875171811e-13	7.96420837187e-13	6.17389405238e-13	1.0261011915e-12	2.94948658464e-13	6.36794153623e-13	3.98040750174e-14	1.41304466312e-13	1.32012610023e-14	5.86003975892e-14	99.99	99.99	99.99	99.99	5.28535973241e-14	1.77196970389e-13	5.40589170506e-15	2.48822383401e-14	5.82168081953e-15	6.73032876185e-14	1.25880589229e-14	2.78048821907e-13	01334681+3020139	J013346.77+302013.6
J013348.02+301751.3	J013348.02+301751.3	M33	23.4500833333	30.2975833333	21.55	20.89	19.12	18.12	17.11	15.868	14.937	14.684	14.64	14.88	99.99	14.32	14.606	14.895	12.407	8.499	4.37307241137e-06	1.81949158628e-05	8.50367546467e-05	0.000166147964292	0.000377381511459	0.000716618997455	0.00108517544129	0.000891929349974	0.000386601012817	0.000200476952977	99.99	0.000118040043057	0.000444955703778	0.000189230133368	0.000345066590215	0.00333243814327	1.01228528041e-13	3.64422700948e-14	2.81946010271e-13	1.24056244519e-13	8.43339715504e-13	4.63836843527e-13	9.88779791464e-13	7.02033651939e-13	1.20325702453e-12	1.16715931379e-12	1.40953432599e-12	1.7407748926e-12	1.17858028612e-12	1.95880043554e-12	5.7404564323e-13	1.23936454373e-12	9.20296003533e-14	3.26705081254e-13	3.05221707493e-14	1.35487915956e-13	99.99	99.99	5.71452902776e-15	4.49847725065e-14	1.18761193008e-13	3.98158775677e-13	2.67958378659e-14	1.23335882529e-13	7.74548096641e-15	8.95439563565e-14	2.049079305e-14	4.52606784126e-13	01334798+3017512	J013347.99+301750.9
J013348.29+302527.5	J013348.29+302527.5	M33	23.4512083333	30.4243055556	22.87	21.19	19.56	18.84	18.17	99.99	99.99	99.99	16.43	16.65	99.99	99.99	99.99	99.99	99.99	99.99	1.29654223539e-06	1.38022551531e-05	5.67030836303e-05	8.56041904423e-05	0.000142161049033	99.99	99.99	99.99	7.43469210137e-05	3.92703211499e-05	99.99	99.99	99.99	99.99	99.99	99.99	3.00125517451e-14	1.08045186283e-14	2.13877920761e-13	9.41062851346e-14	5.62344631045e-13	3.09289547075e-13	5.09447671746e-13	3.61707846939e-13	4.53271492293e-13	4.39673347524e-13	99.99	99.99	99.99	99.99	99.99	99.99	1.76981363254e-14	6.28283839553e-14	5.97881915962e-15	2.65399782495e-14	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99		
J013348.62+305840.5	J013348.62+305840.5	M33	23.4525833333	30.9779166667	20.94	20.02	18.4	17.6	16.89	15.869	15.172	14.933	15.02	15.16	99.99	99.99	14.939	15.159	12.852	8.578	7.66984643545e-06	4.05461900467e-05	0.00016504663617	0.000268222387855	0.000462147512235	0.000715959270829	0.000873976905332	0.000709137505153	0.000272435054188	0.000154904649324	99.99	99.99	0.000327428725966	0.000148385100595	0.000229035558083	0.00309857560085	1.77542741561e-13	6.39153869621e-14	6.28298399484e-13	2.76451295773e-13	1.63682614383e-12	9.00254379109e-13	1.59624511717e-12	1.13333403319e-12	1.47352804411e-12	1.42932220279e-12	1.40823669458e-12	1.7391723178e-12	9.49203153667e-13	1.57757564139e-12	4.56400829613e-13	9.85369391135e-13	6.48526215088e-14	2.30226806356e-13	2.3583888753e-14	1.04688882174e-13	99.99	99.99	99.99	99.99	8.73925781612e-14	2.92992357543e-13	2.10119975423e-14	9.67140222875e-14	5.14100931838e-15	5.9434180528e-14	1.90527981787e-14	4.20843922011e-13	01334857+3058404	J013348.59+305840.6
J013348.83+301913.3	J013348.83+301913.3	M33	23.4534583333	30.3203611111	23.04	21.05	19.1	18.11	17.14	16.005	15.122	14.845	14.88	15.1	99.99	99.99	14.636	14.852	12.936	9.412	1.10863010733e-06	1.5701822068e-05	8.66177059511e-05	0.000167685312478	0.000367096817576	0.000631667186603	0.000915166167911	0.000769007286989	0.000309929551259	0.000163705945664	99.99	99.99	0.000432829425554	0.00019687487503	0.000211983916843	0.00143734855526	2.5662733966e-14	9.23858422776e-15	2.43313358492e-13	1.07057877737e-13	8.59018571416e-13	4.72460214279e-13	9.97928858229e-13	7.08529489343e-13	1.1704649301e-12	1.13535098219e-12	1.24244066273e-12	1.53441421847e-12	9.93937720104e-13	1.65192449081e-12	4.94933015402e-13	1.06856038025e-12	7.37781117855e-14	2.61912296839e-13	2.49238665695e-14	1.10637043702e-13	99.99	99.99	99.99	99.99	1.15524620791e-13	3.87307843662e-13	2.78783676641e-14	1.28318550684e-13	4.75826243296e-15	5.5009320335e-14	8.83809706897e-15	1.95218539488e-13	01334880+3019131	J013348.75+301912.4
J013349.09+305221.1	J013349.09+305221.1	M33	23.4545416667	30.8725277778	99.99	21.34	19.27	18.2	17.14	15.769	14.84	14.677	14.67	14.95	99.99	14.16	14.519	14.605	12.286	8.901	99.99	1.20212616976e-05	7.40639171053e-05	0.000154345874059	0.000367096817576	0.00078503372979	0.0011865880127	0.000897698408268	0.000376065061927	0.000187959574375	99.99	0.000136782129014	0.000482077406896	0.000247166891363	0.00038574731549	0.00230124096697	99.99	99.99	1.86279881678e-13	8.19631479383e-14	7.34518186168e-13	4.03985002392e-13	9.18543190197e-13	6.5216566504e-13	1.1704649301e-12	1.13535098219e-12	1.54410083061e-12	1.90696452581e-12	1.28872179218e-12	2.1418556186e-12	5.77758608589e-13	1.24738083594e-12	8.95215382489e-14	3.17801460784e-13	2.86164276635e-14	1.27028322398e-13	99.99	99.99	6.62186683846e-15	5.21273357523e-14	1.28669185447e-13	4.31376311128e-13	3.49999433435e-14	1.61097739221e-13	8.65861423475e-15	1.00100507445e-13	1.41500758259e-14	3.12551119865e-13	01334905+3052210	J013349.10+305221.4
J013349.99+304314.1	J013349.99+304314.1	M33	23.4582916667	30.7205833333	99.99	21.59	19.46	18.46	17.43	15.865	15.011	14.81	99.99	99.99	99.99	99.99	14.456	14.589	12.058	9.058	99.99	9.54882758343e-06	6.21736948548e-05	0.000121477270335	0.000281048077944	0.000718601827039	0.00101367784968	0.000794201046752	99.99	99.99	99.99	99.99	0.000510877502699	0.000250836247692	0.000475885982276	0.00199141647985	99.99	99.99	1.47967369578e-13	6.51056426143e-14	6.16598626659e-13	3.39129244662e-13	7.22935550498e-13	5.13284240853e-13	8.96103978991e-13	8.69220859621e-13	1.41343439894e-12	1.74559148269e-12	1.1009286468e-12	1.82974341098e-12	5.11147716745e-13	1.10356792045e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.36356093845e-13	4.57147440224e-13	3.5519540701e-14	1.63489341939e-13	1.06818971248e-14	1.23491276281e-13	1.224499937e-14	2.70471219584e-13	01334994+3043142	J013349.92+304316.1
J013351.69+301438.1	J013351.69+301438.1	M33	23.465375	30.2439166667	23.07	21.33	19.57	18.72	17.93	16.841	16.1	15.561	15.99	15.99	99.99	99.99	15.997	16.392	12.639	9.326	1.0784168591e-06	1.21324930626e-05	5.61832266349e-05	9.56081741611e-05	0.000177329348931	0.000292474708676	0.000371791928085	0.000397676982801	0.000111496950011	7.21214505474e-05	99.99	99.99	0.000123571061753	4.76639791019e-05	0.000278678145873	0.00155582984004	2.496335322e-14	8.98680715918e-15	1.88003508201e-13	8.27215436086e-14	5.57189024478e-13	3.06453963463e-13	5.6898338124e-13	4.03978200681e-13	5.65403386962e-13	5.48441285353e-13	5.75275205972e-13	7.10464879375e-13	4.03793359404e-13	6.7110456333e-13	2.55944867603e-13	5.52584969154e-13	2.65416266639e-14	9.42227746568e-14	1.09803306346e-14	4.87416876869e-14	99.99	99.99	99.99	99.99	3.2981815022e-14	1.10574833043e-13	6.74943378903e-15	3.10662938441e-14	6.25530357276e-15	7.2316313544e-14	9.56662536638e-15	2.1131049108e-13	01335165+3014378	J013351.66+301438.2
J013352.94+301919.6	J013352.94+301919.6	M33	23.4705833333	30.3221111111	23.24	21.26	19.37	18.47	17.63	16.57	15.726	15.495	15.53	15.58	99.99	99.99	15.159	15.032	12.683	8.688	9.22118358832e-07	1.29404700414e-05	6.75470952052e-05	0.000120363560027	0.000233765609172	0.000375394855853	0.000524686580393	0.000422600936495	0.000170318956433	0.00010521180053	99.99	99.99	0.000267372525501	0.000166797791281	0.000267610353913	0.002800026211	2.13453323804e-14	7.68431965693e-15	2.00523812625e-13	8.82304775552e-14	6.69888547489e-13	3.68438701119e-13	7.16307637532e-13	5.08578422648e-13	7.45346824866e-13	7.2298642012e-13	7.38372743404e-13	9.11890338105e-13	5.69848189073e-13	9.47087690239e-13	2.71985921785e-13	5.87217605134e-13	4.05440880222e-14	1.43931512479e-13	1.60182629123e-14	7.11050690675e-14	99.99	99.99	99.99	99.99	7.1363238714e-14	2.39252394113e-13	2.36193173465e-14	1.08714993882e-13	6.00687218473e-15	6.94442479532e-14	1.72170510471e-14	3.80295388645e-13	01335288+3019194	J013352.93+301923.3
J013353.61+305611.1	J013353.61+305611.1	M33	23.473375	30.9364166667	99.99	21.58	19.58	18.49	17.4	16.0	15.172	14.874	14.76	14.97	99.99	99.99	14.711	15.02	12.714	9.101	99.99	9.63718179722e-06	5.5668135717e-05	0.000118166677471	0.000288922004684	0.000634582829862	0.000873976905332	0.000748739000106	0.000346148925202	0.000184528925514	99.99	99.99	0.00040393992291	0.000168651533888	0.000260077578174	0.0019140888649	99.99	99.99	1.49336494792e-13	6.57080577083e-14	5.52080684797e-13	3.03644376638e-13	7.03233549716e-13	4.99295820299e-13	9.21209495219e-13	8.93573210362e-13	1.24817550826e-12	1.5414967527e-12	9.49203153667e-13	1.57757564139e-12	4.81888347928e-13	1.04039694318e-12	8.24000615439e-14	2.92520218481e-13	2.80941189952e-14	1.2470979422e-13	99.99	99.99	99.99	99.99	1.07813849201e-13	3.6145671083e-13	2.3881815636e-14	1.0992322101e-13	5.83778896207e-15	6.74895106327e-14	1.17695204303e-14	2.59968698121e-13	01335357+3056111	J013353.55+305610.9
J013353.91+302641.8	J013353.91+302641.8	M33	23.474625	30.4449444444	99.99	21.2	19.06	17.75	16.37	14.896	14.055	13.62	13.36	13.37	99.99	12.46	13.278	13.289	11.748	9.196	99.99	1.36757153172e-05	8.98683312373e-05	0.000233611933832	0.000746071790893	0.00175423720294	0.0024451187537	0.00237645970655	0.00125679078423	0.00080549797493	99.99	0.000654680430381	0.00151187810717	0.000830596880067	0.000633144607573	0.00175372743794	99.99	99.99	2.11917076197e-13	9.32435135266e-14	8.9125617756e-13	4.90190897658e-13	1.3902713777e-12	9.87092678165e-13	2.37880260674e-12	2.30743852854e-12	3.45044934933e-12	4.26130494642e-12	2.65557867484e-12	4.41357175759e-12	1.5294892369e-12	3.30216726246e-12	2.99176540583e-13	1.06207671907e-12	1.22635277342e-13	5.44377996123e-13	99.99	99.99	3.16942473624e-14	2.49497115237e-13	4.03528814587e-13	1.35287070379e-12	1.17616253469e-13	5.41364091466e-13	1.42117772221e-14	1.6429951411e-13	1.07834757772e-14	2.38188648009e-13	01335388+3026414	J013353.88+302641.5
J013354.32+301724.6	J013354.32+301724.6	M33	23.4763333333	30.2901666667	22.77	21.18	19.1	17.88	16.52	15.231	14.366	13.958	13.81	13.89	99.99	13.06	13.568	13.592	12.176	9.142	1.42163029148e-06	1.39299658476e-05	8.66177059511e-05	0.000207250231583	0.000649801365361	0.0012885115536	0.00183611533013	0.00174072615635	0.000830353436659	0.000498958531563	99.99	0.000376729265834	0.00115748874891	0.000628333616375	0.000426877153927	0.00184315601035	3.29081085992e-14	1.18469190957e-14	2.15856908796e-13	9.49770398701e-14	8.59018571416e-13	4.72460214279e-13	1.23338761109e-12	8.75705203873e-13	2.07185045816e-12	2.00969494442e-12	2.53440289846e-12	3.12998757959e-12	1.99415619706e-12	3.31428759951e-12	1.12033118558e-12	2.41879502966e-12	1.97663980161e-13	7.01707129571e-13	7.59653280393e-14	3.37210091167e-13	99.99	99.99	1.82381357162e-14	1.43570604358e-13	3.08940291239e-13	1.03575322041e-12	8.89748657382e-14	4.0953351202e-13	9.58182844846e-15	1.10773602327e-13	1.1333362164e-14	2.50334703488e-13	01335428+3017244	J013354.32+301725.1
J013354.96+304559.7	J013354.96+304559.7	M33	23.479	30.7665833333	99.99	21.47	19.56	18.42	17.06	15.611	14.662	14.455	14.2	14.6	99.99	99.99	14.065	14.045	9.99	7.81	99.99	1.06647345873e-05	5.67030836303e-05	0.000126036119849	0.000395166954155	0.000908005161106	0.00139797677575	0.00110136293088	0.000579779676312	0.000259456438849	99.99	99.99	0.00073234678316	0.000413990423878	0.00319670759136	0.00628582226267	99.99	99.99	1.65259316952e-13	7.2714099459e-14	5.62344631045e-13	3.09289547075e-13	7.50066176446e-13	5.32546985277e-13	1.25996478102e-12	1.22216583759e-12	1.78597615651e-12	2.20568055329e-12	1.51830552523e-12	2.52342378294e-12	7.0883707561e-13	1.53037924624e-12	1.38015396067e-13	4.89954656038e-13	3.95016664558e-14	1.75347897397e-13	99.99	99.99	99.99	99.99	1.95467496932e-13	6.55324330215e-13	5.86229057645e-14	2.69829510653e-13	7.17543758398e-14	8.29537988208e-13	3.86508248903e-14	8.53731015425e-13	01335492+3045596	J013354.92+304559.8
J013355.29+305234.9	J013355.29+305234.9	M33	23.480375	30.8763611111	24.14	21.51	19.44	18.31	17.14	15.681	14.963	14.677	14.55	14.73	99.99	13.83	14.687	14.805	12.819	9.322	4.02519262829e-07	1.02789807245e-05	6.33295901426e-05	0.000139474567865	0.000367096817576	0.000851311141145	0.00105949754966	0.000897698408268	0.000420013246441	0.000230178339587	99.99	0.000185365693039	0.000412968359286	0.000205584465652	0.000236103764906	0.0015615723005	9.31757552846e-15	3.35432719024e-15	1.59281726103e-13	7.00839594853e-14	6.28062051001e-13	3.4543412805e-13	8.30041070413e-13	5.89329159993e-13	1.1704649301e-12	1.13535098219e-12	1.67446338962e-12	2.06796228618e-12	1.15069220858e-12	1.91245045065e-12	5.77758608589e-13	1.24738083594e-12	9.9983315955e-14	3.5494077164e-13	3.50441408818e-14	1.55560941374e-13	99.99	99.99	8.97388382948e-15	7.06424135056e-14	1.10223589914e-13	3.69535607546e-13	2.91116848638e-14	1.33995263091e-13	5.29966467062e-15	6.12683633241e-14	9.60193511974e-15	2.12090423505e-13	01335524+3052347	J013355.24+305234.7
J013356.84+304001.4	J013356.84+304001.4	M33	23.4868333333	30.6670555556	99.99	21.78	19.6	18.27	16.74	15.256	14.493	13.895	13.75	13.97	99.99	99.99	13.233	13.459	9.175	7.847	99.99	8.01585867446e-06	5.46520777319e-05	0.000144708827444	0.000530616339839	0.00125918144981	0.00163342785221	0.001844719995	0.000877532050697	0.000463515704219	99.99	99.99	0.00157585690222	0.000710215743971	0.00677178112229	0.00607522122069	99.99	99.99	1.24212686071e-13	5.46535818713e-14	5.4200407668e-13	2.98102242174e-13	8.61191196849e-13	6.11445749763e-13	1.69183656023e-12	1.64108146342e-12	2.47671284527e-12	3.05874036391e-12	1.77402269917e-12	2.94842572602e-12	1.18726161006e-12	2.56329781611e-12	2.08894755175e-13	7.4157638087e-13	7.05692363092e-14	3.13256839977e-13	99.99	99.99	99.99	99.99	4.20605116707e-13	1.41012071427e-12	1.00569743235e-13	4.62902414164e-13	1.52001681063e-13	1.75726103443e-12	3.73558624089e-14	8.25127495646e-13	01335680+3040013	J013356.76+304003.1
J013357.85+303717.9	J013357.85+303717.9	M33	23.4910416667	30.6216388889	22.62	21.23	19.23	18.08	16.61	15.627	14.678	14.353	13.7	13.78	99.99	13.64	13.929	14.179	11.524	8.966	1.6322499676e-06	1.3303014108e-05	7.68434185835e-05	0.000172383234184	0.000598109388471	0.000894722413834	0.00137752648207	0.00120984700892	0.000918888862114	0.000552159378246	99.99	0.000220815400395	0.000830073937645	0.000365923495127	0.000778220939946	0.00216751492588	3.77835640647e-14	1.36020830633e-14	2.06141747541e-13	9.07023689182e-14	7.62083490084e-13	4.19145919546e-13	1.02588713063e-12	7.28379862748e-13	1.90703386695e-12	1.84982285094e-12	1.75985001656e-12	2.17341477045e-12	1.49609500327e-12	2.48650989544e-12	7.7865741773e-13	1.68112136488e-12	2.18739661682e-13	7.7652579897e-13	8.4065038766e-14	3.73164707082e-13	99.99	99.99	1.06900673928e-14	8.41522105163e-14	2.21551426989e-13	7.42773314125e-13	5.18164124931e-14	2.38500583423e-13	1.74682094672e-14	2.01946476008e-13	1.33278092104e-14	2.94388648182e-13	01335781+3037178	J013357.81+303718.4
J013359.65+302726.4	J013359.65+302726.4	M33	23.4985416667	30.4573333333	22.19	21.47	19.79	18.88	17.93	16.639	15.9	15.655	15.56	15.82	99.99	99.99	15.375	15.711	12.379	8.971	2.42541840397e-06	1.06647345873e-05	4.58782324361e-05	8.25078032922e-05	0.000177329348931	0.000352280267185	0.000446992212214	0.000364695542461	0.000165677292027	8.43459924946e-05	99.99	99.99	0.000219137538098	8.92463154966e-05	0.000354081235834	0.00215755609941	5.61439445364e-14	2.02118200331e-14	1.65259316952e-13	7.2714099459e-14	4.54990734903e-13	2.50244904197e-13	4.91020452046e-13	3.48624520953e-13	5.65403386962e-13	5.48441285353e-13	6.92908129329e-13	8.55741539722e-13	4.85466394946e-13	8.06845148401e-13	2.34718015795e-13	5.06756196102e-13	3.94391490642e-14	1.40008979178e-13	1.28414899903e-14	5.70033740671e-14	99.99	99.99	99.99	99.99	5.84890478677e-14	1.96090381881e-13	1.26376796211e-14	5.81687117602e-14	7.94782673977e-15	9.18832353732e-14	1.32665734895e-14	2.93036055207e-13	01335962+3027261	J013359.65+302726.4
J013401.04+303416.5	J013400.91+303414.9	M33	23.5043333333	30.57125	20.43	21.33	21.37	21.41	20.95	14.564	13.89	13.514	13.19	13.41	99.99	99.99	12.411	12.48	9.05	6.438	1.22683644441e-05	1.21324930626e-05	1.07054931361e-05	8.02592365924e-06	1.09845082544e-05	0.00238170691211	0.00284642638619	0.00262017594453	0.0014698160568	0.000776362326708	99.99	99.99	0.00335982593578	0.0017498075878	0.0075980633877	0.0222413987737	2.83989917687e-13	1.02236370367e-13	1.88003508201e-13	8.27215436086e-14	1.06170179862e-13	5.83935989243e-14	4.77638781546e-14	3.39123534897e-14	3.50234081872e-14	3.39727059416e-14	4.6846338975e-12	5.78552286342e-12	3.09142825853e-12	5.13795376568e-12	1.68634498405e-12	3.64081882056e-12	3.49886782019e-13	1.24209807617e-12	1.18199439623e-13	5.24687312486e-13	99.99	99.99	99.99	99.99	8.96756537883e-13	3.00646596891e-12	2.47780623437e-13	1.14048465356e-12	1.70548691238e-13	1.97167930966e-12	1.36759897654e-13	3.02079364736e-12	01340087+3034147	J013400.85+303414.6
J013401.42+304056.5	J013401.42+304056.5	M33	23.5059166667	30.6823611111	99.99	21.87	19.96	18.9	17.54	16.319	15.537	15.403	15.36	16.47	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.37819368414e-06	3.92289494021e-05	8.10018661652e-05	0.000253968947725	0.000473029599277	0.000624453287935	0.000459971003963	0.000199187915828	4.63515704219e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.14331513701e-13	5.03058660282e-14	3.89047432087e-13	2.13976087648e-13	4.82058318777e-13	3.42261406332e-13	8.09763889016e-13	7.85470972345e-13	9.30412757351e-13	1.14905975533e-12	6.78202165994e-13	1.12717199988e-12	2.96037293587e-13	6.39144516855e-13	4.74162862514e-14	1.68327816193e-13	7.05692363092e-15	3.13256839977e-14	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	01340140+3040560	
J013401.51+302259.4	J013401.51+302259.4	M33	23.5062916667	30.3831666667	99.99	20.9	19.22	18.3	17.41	16.274	15.492	15.258	15.15	15.23	99.99	99.99	15.185	15.51	11.781	8.646	99.99	1.80281038715e-05	7.75544419814e-05	0.000140765110152	0.000286273151823	0.000493046995945	0.000650878545856	0.000525690895061	0.000241692396213	0.000145232713903	99.99	99.99	0.000261045840918	0.000107396541374	0.00061419024216	0.00291046309521	99.99	99.99	2.79361113712e-13	1.22918890033e-13	7.69134961799e-13	4.23024228989e-13	8.37721345876e-13	5.94782155572e-13	9.12763795801e-13	8.85380881927e-13	9.69785433517e-13	1.19768501039e-12	7.06901938268e-13	1.1748710214e-12	3.38334609131e-13	7.30464421113e-13	5.75343930679e-14	2.04247095391e-13	2.21113580704e-14	9.81523184743e-14	99.99	99.99	99.99	99.99	6.96746108295e-14	2.33591100267e-13	1.52078332282e-14	6.99986147826e-14	1.37863211487e-14	1.59380901536e-13	1.78961152164e-14	3.95294761735e-13	01340148+3022591	J013401.48+302259.2
